34870;Drumming Fingers;37
6522;Swiping Down;37
20706;No gesture;33
39493;No gesture;37
118250;Swiping Down;34
75236;Drumming Fingers;35
62818;Swiping Left;37
90655;Sliding Two Fingers Left;36
10179;Swiping Left;37
28883;No gesture;37
53863;Swiping Down;37
132960;Drumming Fingers;37
84768;Sliding Two Fingers Left;33
117892;Swiping Down;37
96509;Drumming Fingers;32
119336;Sliding Two Fingers Left;38
97070;Sliding Two Fingers Left;37
12133;No gesture;32
123985;No gesture;32
40836;Swiping Down;37
102678;No gesture;35
128439;Sliding Two Fingers Left;38
10504;No gesture;34
104639;Swiping Left;36
72772;Sliding Two Fingers Left;37
79314;Swiping Down;33
1289;Sliding Two Fingers Left;37
35807;Drumming Fingers;38
100741;Sliding Two Fingers Left;30
114674;No gesture;37
114827;No gesture;37
105791;Swiping Left;35
38482;Swiping Left;36
111880;Swiping Left;37
54545;Drumming Fingers;37
88051;No gesture;33
51084;No gesture;36
98736;Drumming Fingers;37
147456;Swiping Left;37
110993;Drumming Fingers;36
58302;Drumming Fingers;37
6022;No gesture;33
23903;No gesture;34
75238;Swiping Left;36
33220;No gesture;36
39319;Swiping Left;33
136822;Swiping Down;37
12696;Swiping Down;28
51477;Drumming Fingers;36
113147;Swiping Left;34
84237;No gesture;38
56683;No gesture;37
8466;No gesture;38
133657;Drumming Fingers;35
110800;Swiping Down;33
134801;No gesture;34
94725;No gesture;37
123453;Sliding Two Fingers Left;32
84437;Sliding Two Fingers Left;37
136270;Drumming Fingers;37
98918;Drumming Fingers;37
144993;No gesture;37
22724;No gesture;37
53895;Sliding Two Fingers Left;36
176;Sliding Two Fingers Left;37
15429;Swiping Left;37
42054;Swiping Down;36
32754;Swiping Down;35
70657;Sliding Two Fingers Left;33
124258;Drumming Fingers;33
34811;Drumming Fingers;37
41841;Swiping Down;37
102412;Drumming Fingers;34
15248;Drumming Fingers;37
3720;Sliding Two Fingers Left;37
3452;Swiping Left;33
53945;Sliding Two Fingers Left;36
127843;Swiping Down;32
47572;No gesture;32
78641;Drumming Fingers;35
121154;Swiping Down;37
130848;No gesture;37
73495;Swiping Left;34
25977;Drumming Fingers;32
91312;Swiping Down;34
14299;No gesture;37
92517;Sliding Two Fingers Left;37
65499;Swiping Left;32
114470;Swiping Down;32
113916;Sliding Two Fingers Left;33
10598;Drumming Fingers;35
117454;No gesture;37
146793;Swiping Left;37
87425;Drumming Fingers;37
51882;Swiping Left;37
81824;No gesture;37
34158;Sliding Two Fingers Left;35
84426;Swiping Down;37
26281;Drumming Fingers;36
124251;Drumming Fingers;37
1393;No gesture;37
40388;Swiping Left;37
99763;Drumming Fingers;37
114317;Drumming Fingers;31
105716;Swiping Down;37
116498;Swiping Left;37
96853;Drumming Fingers;37
145167;Drumming Fingers;32
136169;Swiping Down;36
95389;Drumming Fingers;37
102426;Sliding Two Fingers Left;37
20768;No gesture;37
81651;Swiping Left;33
6856;Sliding Two Fingers Left;36
87883;Drumming Fingers;37
14289;Sliding Two Fingers Left;36
5684;Swiping Down;37
143729;Swiping Left;37
128004;No gesture;37
119948;Swiping Left;37
21564;Sliding Two Fingers Left;37
65988;Drumming Fingers;36
58522;Sliding Two Fingers Left;30
63180;Drumming Fingers;38
74775;No gesture;37
93303;Swiping Left;36
62994;Sliding Two Fingers Left;36
8591;Sliding Two Fingers Left;37
122157;Swiping Down;36
112539;No gesture;37
140156;Drumming Fingers;36
38811;Swiping Down;37
104774;No gesture;35
39229;Swiping Down;37
80494;No gesture;20
110469;Swiping Left;37
55871;Sliding Two Fingers Left;37
138437;Swiping Down;37
144583;Swiping Left;33
55315;No gesture;36
114451;No gesture;37
63036;Swiping Left;36
49399;No gesture;37
129938;Drumming Fingers;37
146414;Sliding Two Fingers Left;32
80454;Sliding Two Fingers Left;37
70722;Swiping Down;37
76795;Swiping Down;37
25144;No gesture;37
143158;Swiping Left;37
33658;No gesture;36
53108;Swiping Left;35
72521;Sliding Two Fingers Left;34
19982;Drumming Fingers;38
106386;Drumming Fingers;37
2923;No gesture;37
17422;Sliding Two Fingers Left;36
98292;Drumming Fingers;37
91086;Swiping Left;34
10419;Drumming Fingers;37
100596;Drumming Fingers;37
73344;Sliding Two Fingers Left;37
50298;Sliding Two Fingers Left;36
135948;Drumming Fingers;33
146855;No gesture;33
1557;Sliding Two Fingers Left;33
42484;Swiping Down;37
16764;No gesture;33
146228;No gesture;37
21160;Swiping Down;30
43852;No gesture;33
126184;Sliding Two Fingers Left;36
30081;Sliding Two Fingers Left;37
60203;Sliding Two Fingers Left;37
90562;Swiping Left;37
5479;Sliding Two Fingers Left;37
123835;Drumming Fingers;37
93443;Sliding Two Fingers Left;35
39584;Swiping Down;36
31427;Swiping Left;35
34438;Sliding Two Fingers Left;37
107908;No gesture;38
7888;No gesture;35
108604;No gesture;37
47375;Swiping Left;37
123228;No gesture;36
121003;Swiping Down;37
131591;Drumming Fingers;36
81072;Drumming Fingers;35
85437;Swiping Down;37
126750;Swiping Down;36
74581;Swiping Left;35
13785;Drumming Fingers;37
99901;No gesture;37
25695;Swiping Left;37
61288;Sliding Two Fingers Left;33
58915;No gesture;37
70376;Drumming Fingers;33
112376;Drumming Fingers;34
75935;No gesture;34
112877;No gesture;36
18793;Swiping Left;38
63699;Sliding Two Fingers Left;37
23099;Swiping Down;37
17726;Swiping Down;36
81827;Drumming Fingers;36
546;Drumming Fingers;37
132944;No gesture;38
128243;Drumming Fingers;25
73339;Swiping Left;37
81247;Swiping Left;38
114141;Sliding Two Fingers Left;36
47095;Swiping Down;36
27759;Sliding Two Fingers Left;37
148074;Drumming Fingers;36
61779;Drumming Fingers;37
18761;Sliding Two Fingers Left;37
21651;No gesture;37
100734;Drumming Fingers;37
116755;No gesture;37
70255;No gesture;37
83196;No gesture;36
128814;Swiping Left;44
59627;Swiping Down;35
44072;Drumming Fingers;35
30677;No gesture;37
53955;Swiping Down;37
92906;Drumming Fingers;37
111528;Swiping Down;37
88183;No gesture;36
35328;Swiping Left;31
12736;Drumming Fingers;36
17069;Drumming Fingers;36
9255;Sliding Two Fingers Left;32
110196;No gesture;37
127999;Drumming Fingers;32
35946;Drumming Fingers;35
26965;Swiping Left;33
74989;Drumming Fingers;33
88261;Sliding Two Fingers Left;34
57729;Sliding Two Fingers Left;35
11245;No gesture;36
83011;Swiping Left;37
26516;Drumming Fingers;37
128640;Drumming Fingers;35
110991;Swiping Left;23
31678;Swiping Left;36
125128;Swiping Left;37
107174;Swiping Left;36
70810;No gesture;36
42562;Sliding Two Fingers Left;36
89599;Swiping Left;37
41712;No gesture;36
22596;No gesture;37
32481;Sliding Two Fingers Left;37
49856;Swiping Down;36
29411;Swiping Down;36
95980;No gesture;38
132137;Drumming Fingers;37
85053;Swiping Down;37
46794;Drumming Fingers;35
89893;Sliding Two Fingers Left;37
36968;Sliding Two Fingers Left;38
73182;Drumming Fingers;38
26742;Swiping Down;32
3888;Sliding Two Fingers Left;36
137822;Swiping Down;37
134283;Swiping Left;36
48591;Drumming Fingers;37
74543;No gesture;34
121502;Swiping Left;36
73240;No gesture;37
63725;Swiping Left;33
94110;Swiping Left;36
6939;Swiping Left;37
79576;Sliding Two Fingers Left;37
3415;Swiping Left;37
70957;Sliding Two Fingers Left;35
15899;Drumming Fingers;37
94156;Swiping Left;37
115430;Swiping Left;36
123685;Drumming Fingers;36
88341;No gesture;37
13605;Sliding Two Fingers Left;37
16424;Sliding Two Fingers Left;37
33431;Swiping Down;37
116529;Swiping Down;38
136150;Swiping Down;37
79403;Swiping Down;34
75934;Swiping Down;34
21514;No gesture;36
110279;No gesture;38
2865;Drumming Fingers;39
127114;Swiping Left;37
80584;Swiping Left;37
67561;Sliding Two Fingers Left;36
127865;No gesture;34
95515;Drumming Fingers;35
105702;No gesture;33
75958;Swiping Left;37
87637;Drumming Fingers;19
61391;Swiping Left;37
20951;Sliding Two Fingers Left;38
79266;Swiping Left;37
4108;Drumming Fingers;37
103716;Drumming Fingers;37
114287;Sliding Two Fingers Left;33
72849;Swiping Left;36
56763;Swiping Left;36
75220;Swiping Down;37
67057;Swiping Left;36
117989;Swiping Down;37
67288;Drumming Fingers;37
38489;Sliding Two Fingers Left;35
9496;Drumming Fingers;36
40792;No gesture;34
