34870;Drumming Fingers;37
56557;Sliding Two Fingers Right;37
129112;Sliding Two Fingers Down;37
63861;Pulling Two Fingers In;37
131717;Sliding Two Fingers Up;34
23595;Zooming Out With Two Fingers;36
93002;Pulling Hand In;35
136859;Thumb Up;36
68574;Swiping Right;36
119263;Zooming In With Two Fingers;33
60572;Stop Sign;37
118480;Doing other things;37
6522;Swiping Down;37
20706;No gesture;33
42237;Thumb Down;36
142698;Pulling Hand In;37
56025;Rolling Hand Forward;35
118847;Pushing Hand Away;34
63763;Zooming Out With Two Fingers;36
133442;Zooming Out With Full Hand;34
100344;Shaking Hand;33
82219;Zooming Out With Two Fingers;36
94060;Thumb Down;37
39493;No gesture;37
118250;Swiping Down;34
50209;Sliding Two Fingers Down;36
107050;Turning Hand Counterclockwise;37
75236;Drumming Fingers;35
57576;Zooming In With Full Hand;37
26746;Rolling Hand Backward;37
33174;Turning Hand Clockwise;36
47266;Zooming In With Two Fingers;37
69886;Zooming In With Full Hand;33
62818;Swiping Left;37
14506;Stop Sign;37
29589;Thumb Down;37
90655;Sliding Two Fingers Left;36
84402;Pushing Two Fingers Away;37
108343;Sliding Two Fingers Right;36
15953;Sliding Two Fingers Down;34
120035;Pushing Two Fingers Away;34
46867;Zooming Out With Full Hand;37
1338;Swiping Right;37
10179;Swiping Left;37
19834;Zooming Out With Full Hand;37
137652;Pushing Two Fingers Away;35
121324;Zooming Out With Full Hand;35
110670;Pulling Two Fingers In;32
122652;Pulling Hand In;37
147554;Rolling Hand Forward;32
33632;Doing other things;37
145764;Turning Hand Counterclockwise;37
28883;No gesture;37
53863;Swiping Down;37
103634;Pulling Hand In;37
42951;Zooming Out With Full Hand;36
144360;Pushing Two Fingers Away;33
43754;Zooming In With Two Fingers;33
95986;Doing other things;31
90919;Pulling Hand In;23
132960;Drumming Fingers;37
141659;Pushing Hand Away;37
57518;Pushing Hand Away;33
136366;Thumb Down;34
5119;Zooming In With Two Fingers;38
35158;Pulling Hand In;40
53251;Zooming In With Full Hand;37
107175;Shaking Hand;36
87759;Rolling Hand Forward;37
37219;Stop Sign;33
84768;Sliding Two Fingers Left;33
49096;Zooming Out With Full Hand;35
117892;Swiping Down;37
36380;Pushing Two Fingers Away;38
96509;Drumming Fingers;32
119336;Sliding Two Fingers Left;38
141369;Sliding Two Fingers Up;36
97070;Sliding Two Fingers Left;37
109425;Sliding Two Fingers Up;37
120723;Doing other things;37
49506;Stop Sign;38
64989;Zooming Out With Two Fingers;37
112267;Pulling Two Fingers In;36
83532;Rolling Hand Backward;34
40869;Thumb Down;37
12133;No gesture;32
52724;Zooming In With Full Hand;33
123985;No gesture;32
2720;Thumb Up;36
112513;Thumb Down;37
9504;Rolling Hand Forward;32
143778;Pushing Hand Away;36
129472;Zooming Out With Two Fingers;37
40836;Swiping Down;37
26431;Zooming Out With Full Hand;33
63541;Stop Sign;37
102678;No gesture;35
71550;Thumb Down;36
118215;Thumb Down;29
64120;Shaking Hand;33
119578;Sliding Two Fingers Right;37
133457;Sliding Two Fingers Up;36
128439;Sliding Two Fingers Left;38
55209;Pushing Hand Away;35
6458;Doing other things;37
10504;No gesture;34
69418;Pulling Hand In;37
72381;Doing other things;37
104639;Swiping Left;36
72772;Sliding Two Fingers Left;37
85923;Swiping Up;36
127712;Thumb Up;33
97582;Pushing Hand Away;37
79314;Swiping Down;33
25380;Zooming Out With Full Hand;30
77548;Pushing Two Fingers Away;36
20263;Pulling Two Fingers In;37
36039;Rolling Hand Forward;36
56224;Pulling Hand In;32
71426;Sliding Two Fingers Down;33
64966;Zooming Out With Full Hand;36
74327;Zooming Out With Full Hand;37
50483;Thumb Down;36
106347;Zooming In With Full Hand;37
40881;Sliding Two Fingers Down;37
86318;Turning Hand Clockwise;36
22613;Thumb Up;32
