34870;Drumming Fingers;37
56557;Sliding Two Fingers Right;37
136859;Thumb Up;36
68574;Swiping Right;36
60572;Stop Sign;37
6522;Swiping Down;37
20706;No gesture;33
39493;No gesture;37
118250;Swiping Down;34
107050;Turning Hand Counterclockwise;37
75236;Drumming Fingers;35
26746;Rolling Hand Backward;37
62818;Swiping Left;37
14506;Stop Sign;37
90655;Sliding Two Fingers Left;36
108343;Sliding Two Fingers Right;36
1338;Swiping Right;37
10179;Swiping Left;37
145764;Turning Hand Counterclockwise;37
28883;No gesture;37
53863;Swiping Down;37
132960;Drumming Fingers;37
37219;Stop Sign;33
84768;Sliding Two Fingers Left;33
117892;Swiping Down;37
96509;Drumming Fingers;32
119336;Sliding Two Fingers Left;38
97070;Sliding Two Fingers Left;37
49506;Stop Sign;38
83532;Rolling Hand Backward;34
12133;No gesture;32
123985;No gesture;32
2720;Thumb Up;36
40836;Swiping Down;37
63541;Stop Sign;37
102678;No gesture;35
119578;Sliding Two Fingers Right;37
128439;Sliding Two Fingers Left;38
10504;No gesture;34
104639;Swiping Left;36
72772;Sliding Two Fingers Left;37
85923;Swiping Up;36
127712;Thumb Up;33
79314;Swiping Down;33
22613;Thumb Up;32
1289;Sliding Two Fingers Left;37
111296;Swiping Up;37
18056;Swiping Up;38
35807;Drumming Fingers;38
100741;Sliding Two Fingers Left;30
46260;Swiping Up;36
114674;No gesture;37
114827;No gesture;37
87642;Swiping Up;37
74438;Swiping Up;33
108964;Thumb Up;37
105791;Swiping Left;35
38482;Swiping Left;36
78394;Swiping Right;37
111880;Swiping Left;37
54545;Drumming Fingers;37
88051;No gesture;33
51084;No gesture;36
85276;Stop Sign;37
98736;Drumming Fingers;37
147456;Swiping Left;37
93110;Thumb Up;37
110993;Drumming Fingers;36
58302;Drumming Fingers;37
6022;No gesture;33
23903;No gesture;34
122765;Swiping Up;37
136771;Thumb Up;37
60926;Sliding Two Fingers Right;38
75238;Swiping Left;36
33220;No gesture;36
39319;Swiping Left;33
136822;Swiping Down;37
52906;Swiping Right;37
12696;Swiping Down;28
51477;Drumming Fingers;36
113147;Swiping Left;34
117167;Rolling Hand Backward;37
110455;Sliding Two Fingers Right;37
39824;Turning Hand Counterclockwise;32
84384;Stop Sign;34
41319;Rolling Hand Backward;37
11748;Stop Sign;37
72685;Rolling Hand Backward;37
52825;Thumb Up;25
84237;No gesture;38
62707;Rolling Hand Backward;37
54856;Swiping Up;35
31082;Sliding Two Fingers Right;34
56683;No gesture;37
8466;No gesture;38
67863;Thumb Up;37
133657;Drumming Fingers;35
110800;Swiping Down;33
134801;No gesture;34
94725;No gesture;37
123453;Sliding Two Fingers Left;32
84437;Sliding Two Fingers Left;37
53151;Thumb Up;36
111679;Swiping Right;36
66147;Thumb Up;35
68933;Stop Sign;37
135294;Swiping Right;34
16198;Swiping Right;34
136270;Drumming Fingers;37
142135;Rolling Hand Backward;36
103305;Swiping Right;33
98918;Drumming Fingers;37
105706;Sliding Two Fingers Right;33
101807;Stop Sign;34
145771;Swiping Right;37
835;Sliding Two Fingers Right;37
22459;Thumb Up;33
144993;No gesture;37
57662;Swiping Up;36
110876;Turning Hand Counterclockwise;32
3578;Swiping Up;37
25107;Sliding Two Fingers Right;37
101212;Sliding Two Fingers Right;37
22724;No gesture;37
15974;Rolling Hand Backward;37
61318;Sliding Two Fingers Right;34
53895;Sliding Two Fingers Left;36
176;Sliding Two Fingers Left;37
51379;Turning Hand Counterclockwise;39
48306;Thumb Up;36
24652;Sliding Two Fingers Right;35
102451;Thumb Up;36
36169;Thumb Up;36
15429;Swiping Left;37
18931;Thumb Up;37
15465;Turning Hand Counterclockwise;38
42054;Swiping Down;36
32754;Swiping Down;35
70657;Sliding Two Fingers Left;33
12877;Swiping Up;37
47086;Thumb Up;33
