34870;Drumming Fingers;37
129112;Sliding Two Fingers Down;37
136859;Thumb Up;36
68574;Swiping Right;36
6522;Swiping Down;37
100344;Shaking Hand;33
118250;Swiping Down;34
50209;Sliding Two Fingers Down;36
107050;Turning Hand Counterclockwise;37
75236;Drumming Fingers;35
62818;Swiping Left;37
84402;Pushing Two Fingers Away;37
15953;Sliding Two Fingers Down;34
120035;Pushing Two Fingers Away;34
1338;Swiping Right;37
10179;Swiping Left;37
137652;Pushing Two Fingers Away;35
145764;Turning Hand Counterclockwise;37
53863;Swiping Down;37
144360;Pushing Two Fingers Away;33
132960;Drumming Fingers;37
107175;Shaking Hand;36
117892;Swiping Down;37
36380;Pushing Two Fingers Away;38
96509;Drumming Fingers;32
2720;Thumb Up;36
40836;Swiping Down;37
64120;Shaking Hand;33
104639;Swiping Left;36
85923;Swiping Up;36
127712;Thumb Up;33
79314;Swiping Down;33
77548;Pushing Two Fingers Away;36
71426;Sliding Two Fingers Down;33
40881;Sliding Two Fingers Down;37
22613;Thumb Up;32
59386;Shaking Hand;37
111296;Swiping Up;37
18056;Swiping Up;38
35807;Drumming Fingers;38
55705;Sliding Two Fingers Down;34
46260;Swiping Up;36
87642;Swiping Up;37
133108;Shaking Hand;34
74438;Swiping Up;33
108964;Thumb Up;37
105986;Pushing Two Fingers Away;33
105791;Swiping Left;35
100576;Pushing Two Fingers Away;23
56933;Pushing Two Fingers Away;36
38482;Swiping Left;36
78394;Swiping Right;37
5137;Sliding Two Fingers Down;37
111880;Swiping Left;37
54545;Drumming Fingers;37
16841;Shaking Hand;33
98736;Drumming Fingers;37
77724;Sliding Two Fingers Down;37
105163;Shaking Hand;37
147456;Swiping Left;37
93110;Thumb Up;37
110993;Drumming Fingers;36
58302;Drumming Fingers;37
14161;Shaking Hand;33
122765;Swiping Up;37
136771;Thumb Up;37
75238;Swiping Left;36
39319;Swiping Left;33
136822;Swiping Down;37
52906;Swiping Right;37
12696;Swiping Down;28
64810;Shaking Hand;37
51477;Drumming Fingers;36
104847;Sliding Two Fingers Down;37
113147;Swiping Left;34
39824;Turning Hand Counterclockwise;32
26719;Shaking Hand;37
52825;Thumb Up;25
54856;Swiping Up;35
67863;Thumb Up;37
133657;Drumming Fingers;35
110800;Swiping Down;33
92971;Pushing Two Fingers Away;34
17743;Pushing Two Fingers Away;37
68727;Pushing Two Fingers Away;36
60289;Sliding Two Fingers Down;33
53151;Thumb Up;36
63596;Shaking Hand;35
91419;Sliding Two Fingers Down;37
111679;Swiping Right;36
66147;Thumb Up;35
135294;Swiping Right;34
69285;Pushing Two Fingers Away;38
16198;Swiping Right;34
136270;Drumming Fingers;37
103305;Swiping Right;33
98918;Drumming Fingers;37
145771;Swiping Right;37
41521;Pushing Two Fingers Away;38
22459;Thumb Up;33
64251;Pushing Two Fingers Away;37
75009;Pushing Two Fingers Away;37
57662;Swiping Up;36
110876;Turning Hand Counterclockwise;32
3578;Swiping Up;37
16788;Pushing Two Fingers Away;36
51379;Turning Hand Counterclockwise;39
57801;Shaking Hand;35
